user,level,5K,5KYear,10K,10KYear,half,halfYear,marathon,marathonYear,distance,activities,time,elevation,marathonRecord,marathonTrainDis3,marathonTrainPace3,marathonTrainPaceSec3,marathonTrainDays3,marathonTrainDis12,marathonTrainPace12,marathonTrainPaceSec12,marathonTrainDays12,marathonDate,halfRecord,halfTrainDis3,halfTrainPace3,halfTrainPaceSec3,halfTrainDays3,halfTrainDis12,halfTrainPace12,halfTrainPaceSec12,halfTrainDays12,halfDate,10KRecord,10KTrainDis3,10KTrainPace3,10KTrainPaceSec3,10KTrainDays3,10KTrainDis12,10KTrainPace12,10KTrainPaceSec12,10KTrainDays12,10KDate,5KRecord,5KTrainDis3,5KTrainPace3,5KTrainPaceSec3,5KTrainDays3,5KTrainDis12,5KTrainPace12,5KTrainPaceSec12,5KTrainDays12,5KDate
raphaelpazos,14,21:04,2011,39:20,2012,1:25:09,2012,3:18:20,2013,,,,,3:18:20.148999999999432,60.56645995666961,7:31.669020877853086,451.6690208778531,30,73.28868614877324,7:20.28576390582225,440.28576390582225,129,2013-10-13,0:50:49.7199999999998,0,0,0,0,0,0,0,0,null,0:38:51,0,0,0,0,0,0,0,0,null,0:20:36.61799999999994,0,0,0,0,0,0,0,0,null
Dudacorredor,14,19:06,2013,41:09,2016,1:54:49,2014,3:37:09,2012,"1,093 mi",103,97 hrs,"46,891 ft",3:15:45.6416015625,0,0,0,0,0,0,0,0,null,1:29:45,0,0,0,0,0,0,0,0,null,0:41:9,15.041424865165153,8:20.19857990814478,500.1985799081448,31,12.877488610926212,8:32.33897075835944,512.3389707583594,68,2016-09-23,0:13:9.062999999999988,0,0,0,0,0,0,0,0,null
janjrc,13,17:32,2017,41:44,2017,1:43:51,2016,4:32:08,2013,"1,849 mi",179,246 hrs,"43,318 ft",4:32:8,60.59664003048869,10:4.302460470453298,604.3024604704533,44,23.060946309253065,10:14.103730903026303,614.1037309030263,83,2013-06-16,1:43:50.67100000000028,56.28917858666701,8:25.56576559117474,505.56576559117474,27,41.11340880940843,8:52.59294961832029,532.5929496183203,93,2016-04-10,0:42:34,0,0,0,0,0,0,0,0,null,0:21:58.61400000000003,0,0,0,0,0,0,0,0,null
4090adaf-b4fd-4f37-a3de-56a7fc353ac9,14,21:22,2017,44:18,2017,1:41:19,2017,3:51:13,2017,"1,232 mi",149,149 hrs,"44,149 ft",277777:46:40,0,0,0,0,0,0,0,0,null,1:49:58.0630000000001,0,0,0,0,0,0,0,0,null,0:46:23.010986328125,0,0,0,0,0,0,0,0,null,0:22:24.4969482421875,0,0,0,0,0,0,0,0,null
Cescairo,14,20:57,2016,41:31,2018,1:44:29,2015,3:26:08,2017,"5,391 mi",478,576 hrs,"440,935 ft",1:0:4,0,0,0,0,0,0,0,0,null,0:24:9,0,0,0,0,0,0,0,0,null,0:17:46,0,0,0,0,0,0,0,0,null,0:17:46,0,0,0,0,0,0,0,0,null
felipemanente,14,17:58,2015,38:21,2015,1:16:34,2014,3:46:23,2016,"7,860 mi",618,684 hrs,"302,652 ft",1:2:35.56899999999996,0,0,0,0,0,0,0,0,null,1:2:35.56899999999996,0,0,0,0,0,0,0,0,null,0:40:18.045000000000073,0,0,0,0,0,0,0,0,null,0:17:46,0,0,0,0,0,0,0,0,null
maclinux,14,20:50,2015,42:45,2015,1:33:45,2015,3:40:03,2014,"6,478 mi",335,385 hrs,"216,392 ft",277777:46:40,0,0,0,0,0,0,0,0,null,1:51:45.96900000000005,0,0,0,0,0,0,0,0,null,0:45:43.24499999999989,0,0,0,0,0,0,0,0,null,0:23:47.19599999999991,0,0,0,0,0,0,0,0,null
niclas.77,14,19:35,2018,40:06,2018,1:32:12,2015,3:31:10,2015,"4,182 mi",757,403 hrs,"130,377 ft",3:32:10,35.192969374609056,7:55.13301559403919,475.1330155940392,14,13.691034834155616,7:46.52198518008686,466.52198518008686,25,2017-04-09,1:37:11,0,0,0,0,0,0,0,0,null,0:40:6.211999999999989,70.57217244032783,7:57.08105276133864,477.08105276133864,52,44.00498962092618,8:8.782942907466293,488.7829429074663,110,2018-01-21,0:20:30,0,0,0,0,0,0,0,0,null
rkersauson,14,22:43,2017,36:49,2016,,,3:36:00,2014,"4,917 mi",330,398 hrs,"142,246 ft",1:42:19.91399999999976,0,0,0,0,0,0,0,0,null,1:1:29.072021484375,0,0,0,0,0,0,0,0,null,0:25:52.5619999999999,0,0,0,0,0,0,0,0,null,0:16:3.4940185546875,0,0,0,0,0,0,0,0,null
leosantanajr,13,19:04,2013,40:54,2012,1:35:49,2012,3:18:27,2017,"3,992 mi",470,499 hrs,"40,566 ft",3:18:26.881999999999607,109.05566262335061,8:26.077599317957777,506.0775993179578,49,94.10823744416261,8:56.93927883683193,536.9392788368319,168,2017-10-15,1:38:15.646999999999935,0,0,0,0,0,0,0,0,null,0:40:19.0329999999999,0,0,0,0,0,0,0,0,null,0:23:56.09400000000005,0,0,0,0,0,0,0,0,null
Brunao,14,21:18,2017,43:20,2016,1:35:42,2017,3:40:06,2016,"6,180 mi",437,545 hrs,"71,870 ft",3:40:5.825000000000728,109.71948956300928,8:47.283003506649266,527.2830035066493,44,77.24172435076905,8:33.851903449099154,513.8519034490992,133,2016-04-03,1:35:41,72.57676901353203,8:11.267046408803822,491.2670464088038,34,54.67328130023865,8:17.908917733230567,497.90891773323057,110,2017-05-14,0:43:19.675000000000182,71.97721633298953,8:20.19989890650959,500.1998989065096,31,79.21366988951995,8:32.015166993703474,512.0151669937035,136,2016-06-11,0:23:39.02600000000007,0,0,0,0,0,0,0,0,null
Clovis_css,14,22:15,2016,47:18,2015,1:55:54,2014,4:54:00,2016,"1,688 mi",193,222 hrs,"29,098 ft",4:5:24.213999999999942,0,0,0,0,0,0,0,0,null,2:12:2.7799999999997453,0,0,0,0,0,0,0,0,null,0:48:34.27599999999984,0,0,0,0,0,0,0,0,null,0:8:20.711000000000013,0,0,0,0,0,0,0,0,null
DaniloCunha,14,22:19,2015,45:47,2013,1:51:46,2015,4:14:14,2013,632 mi,212,144 hrs,"9,586 ft",4:14:13.860000000000582,84.65607226150681,9:11.01398817448171,551.0139881744817,30,61.093736666376714,8:46.372220591831706,526.3722205918317,111,2013-09-01,1:51:45.659999999999854,21.368103280433804,8:44.495312144170384,524.4953121441704,10,17.07277621053765,8:46.00752933143042,526.0075293314304,59,2015-05-02,0:47:17.420000000000073,0,0,0,0,0,0,0,0,null,0:22:19.22499999999991,33.94503336771596,9:49.69944487876717,589.6994448787672,36,24.613287123914137,9:9.982979999759209,549.9829799997592,88,2015-08-09
guilhermesouzasantana,14,23:00,2015,50:52,2016,1:54:14,2016,3:55:44,2016,177 mi,58,29 hrs,778 ft,4:5:37.37199999999939,0,0,0,0,0,0,0,0,null,1:56:7.510000000000218,0,0,0,0,0,0,0,0,null,0:34:52.57999999999993,0,0,0,0,0,0,0,0,null,0:24:40.884000000000015,0,0,0,0,0,0,0,0,null
LucasCampos,14,,,,,1:42:40,2017,4:16:53,2015,"4,362 mi",285,367 hrs,"122,044 ft",3:56:57.7470703125,0,0,0,0,0,0,0,0,null,1:55:22.02880859375,0,0,0,0,0,0,0,0,null,0:44:29.4580078125,0,0,0,0,0,0,0,0,null,0:31:10.3919677734375,0,0,0,0,0,0,0,0,null
lubiologa,14,26:03,2017,54:38,2017,2:02:55,2017,4:40:38,2017,"1,057 mi",206,193 hrs,"11,506 ft",277777:46:40,0,0,0,0,0,0,0,0,null,2:9:30.840000000000146,0,0,0,0,0,0,0,0,null,0:57:25.179999999999836,0,0,0,0,0,0,0,0,null,0:28:25.930000000000064,0,0,0,0,0,0,0,0,null
Mestre.Wilson,14,8:49.7,2016,18:05,2016,42:59,2015,2:52:36,2015,7 mi,2,1 hrs,328 ft,3:44:5.4950000000008,0,0,0,0,0,0,0,0,null,1:16:11.009000000000015,0,0,0,0,0,0,0,0,null,0:41:50.29100000000017,0,0,0,0,0,0,0,0,null,0:21:50.4369999999999,0,0,0,0,0,0,0,0,null
victor_rezende,14,26:38,2014,49:38,2013,1:59:55,2013,4:24:23,2013,437 mi,75,52 hrs,"5,236 ft",4:24:23.399999999999636,86.05562735862736,9:29.474650729163272,569.4746507291633,33,54.28831280732058,9:7.79497579062388,547.7949757906239,116,2013-10-13,0:48:40.32999999999993,0,0,0,0,0,0,0,0,null,0:37:50.9699999999998,0,0,0,0,0,0,0,0,null,0:23:58.17800000000011,0,0,0,0,0,0,0,0,null
WANDERCLAN,14,5:20.5,2015,12:14,2015,52:19,2015,3:35:49,2011,"1,350 mi",187,173 hrs,0 ft,3:35:58.277000000000044,81.0102443651849,8:3.6764778789620323,483.67647787896203,36,52.492199700912586,8:31.452386950867094,511.4523869508671,85,2014-07-27,0:54:55.628999999999905,0,0,0,0,0,0,0,0,null,0:41:1.034912109375,0,0,0,0,0,0,0,0,null,0:20:55.659000000000106,0,0,0,0,0,0,0,0,null
DanielLima_DanSports,14,20:42,2013,45:24,2016,1:47:01,2014,4:00:10,2017,"4,318 mi",249,340 hrs,"135,759 ft",4:0:9.759765625,90.10426637302193,9:50.54195411660328,590.5419541166033,46,48.643639656859,10:23.087522603603247,623.0875226036032,122,2017-06-18,1:47:0.9750000000003638,30.206782490544782,10:17.882137535685615,617.8821375356856,20,20.276940132808072,11:42.52536411800611,702.5253641180061,47,2014-07-27,0:50:13.436999999999898,0,0,0,0,0,0,0,0,null,0:20:43.35699999999997,2.897684765183243,9:13.137003004986354,553.1370030049864,2,4.897491621824268,9:44.08143138408184,584.0814313840818,14,2015-12-06
Murilotwolights,13,4:07.6,2015,11:41,2015,30:48,2015,1:27:59,2015,"4,673 mi",400,394 hrs,"180,779 ft",1:59:1.550000000000182,0,0,0,0,0,0,0,0,null,0:38:0.9819999999999709,0,0,0,0,0,0,0,0,null,0:25:30.547000000000025,0,0,0,0,0,0,0,0,null,0:14:14.614000000000033,0,0,0,0,0,0,0,0,null
felipepagiola,14,22:57,2016,42:06,2015,1:54:50,2015,4:03:31,2015,"1,383 mi",200,137 hrs,"21,056 ft",4:3:31.22400000000016,54.75684856317911,9:54.23662099770638,594.2366209977064,25,40.89944066097489,9:51.723393821994364,591.7233938219944,98,2015-07-26,1:57:1.7560000000003129,0,0,0,0,0,0,0,0,null,0:49:29.202000000000226,0,0,0,0,0,0,0,0,null,0:24:36,0,0,0,0,0,0,0,0,null
_Gui1985_,14,20:45,2015,46:51,2015,1:38:51,2014,4:08:18,2015,0 mi,0,0 hrs,0 ft,4:8:18.269000000000233,101.09860978206387,9:6.600351733724551,546.6003517337246,51,34.99783140914909,8:58.8743623241503,538.8743623241503,82,2015-04-12,1:38:51,0,NaN:NaN,NaN,0,0,NaN:NaN,NaN,0,2014-09-11,0:50:20.458999999999833,0,0,0,0,0,0,0,0,null,0:23:4.156999999999925,0,0,0,0,0,0,0,0,null
natigalera,14,24:49,2017,51:16,2017,1:58:35,2013,4:50:54,2017,"2,514 mi",294,286 hrs,"32,126 ft",4:50:54.4609375,58.42898114564175,11:14.119809279612355,674.1198092796124,26,33.23454333061011,12:59.660079422329545,779.6600794223295,89,2017-06-18,1:58:35.470000000000255,51.959542421116744,9:14.217993298379042,554.217993298379,25,33.1913848741306,9:45.070370126940475,585.0703701269405,105,2013-05-19,0:53:1.8600000000001273,0,0,0,0,0,0,0,0,null,0:25:36,0,0,0,0,0,0,0,0,null
silvioboia,14,26:36,2016,53:37,2016,2:00:31,2015,5:15:56,2015,260 mi,38,51 hrs,"19,552 ft",5:15:56.18000000000029,85.75001346307596,10:7.261323510919283,607.2613235109193,26,71.58572976085436,10:57.78122712406798,657.781227124068,147,2015-07-26,0:48:42.29300000000012,0,0,0,0,0,0,0,0,null,0:28:14,0,0,0,0,0,0,0,0,null,0:27:32.559999999999945,0,0,0,0,0,0,0,0,null
leofnegreiros,14,39:01,2015,51:22,2014,,,4:06:23,2015,563 mi,57,54 hrs,"10,430 ft",1:41:23.98999999999978,0,0,0,0,0,0,0,0,null,1:1:47.940000000000055,0,0,0,0,0,0,0,0,null,0:51:22.2199999999998,18.030057870514206,11:39.99294644379279,699.9929464437928,11,4.5075144676285515,11:39.99294644379279,699.9929464437928,11,2014-05-05,0:26:59.51999999999998,0,0,0,0,0,0,0,0,null
Caio_Viana,14,17:33,2016,37:42,2016,1:23:07,2017,2:56:35,2017,"1,728 mi",345,381 hrs,"50,922 ft",2:56:27,154.56672297513236,7:14.88820659827104,434.88820659827104,56,131.86370163733037,7:30.590023978557213,450.5900239785572,188,2017-11-05,1:23:7,159.8287518532361,7:17.85112401646785,437.85112401646785,54,130.03071317597937,7:31.232981602766984,451.232981602767,184,2017-10-15,0:39:15,0,0,0,0,0,0,0,0,null,0:20:51.97900000000004,0,0,0,0,0,0,0,0,null
marciomeirelles,14,25:40,2018,51:58,2017,1:58:20,2016,4:32:37,2017,"1,299 mi",195,188 hrs,"48,751 ft",4:32:37,106.21520191869142,9:33.60956178580727,573.6095617858073,43,89.75893481171288,9:30.664271196567142,570.6642711965671,180,2017-07-30,1:58:19.934000000000196,29.198282111507414,9:1.8569811600191315,541.8569811600191,16,7.2995705278768535,9:1.8569811600191315,541.8569811600191,16,2016-07-31,0:54:19,0,0,0,0,0,0,0,0,null,0:26:52,0,0,0,0,0,0,0,0,null
rbpina,14,21:55,2016,45:14,2016,1:43:11,2016,3:42:24,2016,"1,222 mi",186,182 hrs,"47,707 ft",3:44:23.886000000000422,4.443438462480478,8:39.39222052449111,519.3922205244911,1,1.1108596156201196,8:39.39222052449111,519.3922205244911,1,2017-08-27,1:44:14.001953125,0,0,0,0,0,0,0,0,null,0:45:14.04300000000012,43.096689740307625,7:57.18162246923748,477.1816224692375,19,10.774172435076906,7:57.18162246923748,477.1816224692375,19,2016-07-06,0:25:5.375,0,0,0,0,0,0,0,0,null
rogerio.sa.martins,14,19:23,2016,39:51,2016,1:30:09,2016,3:27:30,2017,547 mi,63,73 hrs,"21,922 ft",3:27:29.550999999999476,52.33158727594335,7:51.15962430083829,471.1596243008383,18,55.05398020306462,7:59.89221946443956,479.89221946443956,73,2017-07-30,1:30:8.791000000000167,74.35545213151562,7:54.39894437880804,474.39894437880804,21,36.341413767962855,8:14.985350089065093,494.9853500890651,44,2016-09-17,0:39:50.84299999999985,50.71833173847664,8:9.56983564379209,489.5698356437921,14,20.96492609806919,8:29.52198050678834,509.52198050678834,27,2016-07-07,0:23:25.567999999999984,0,0,0,0,0,0,0,0,null
caduvigilia,13,19:42,2016,44:54,2016,1:35:53,2016,4:17:16,2013,"4,537 mi",239,332 hrs,"94,350 ft",4:13:5.836999999999534,0,0,0,0,0,0,0,0,null,1:33:31.89013671875,0,0,0,0,0,0,0,0,null,0:46:8.708999999999833,0,0,0,0,0,0,0,0,null,0:24:40.22705078125,0,0,0,0,0,0,0,0,null
guilhermehapereira,14,23:47,2017,47:51,2014,1:40:08,2014,4:26:45,2015,,,,,4:26:44.5630000000001,21.207499140434383,8:24.480353662649236,504.48035366264924,8,23.713292923393027,10:14.529266225370861,614.5292662253709,55,2015-07-26,1:40:8.332999999999629,30.53273184452426,8:55.7666132408998,535.7666132408998,17,38.55360271912709,11:5.035299989741475,665.0352999897415,114,2014-11-09,0:18:9,0,0,0,0,0,0,0,0,null,0:18:9,0,0,0,0,0,0,0,0,null
HelderBarroquello,14,19:43,2017,40:30,2017,1:30:11,2017,3:17:33,2017,"1,379 mi",187,189 hrs,"42,391 ft",3:17:32.94100000000071,128.46522580321167,8:14.51078474974969,494.5107847497497,47,98.5387207897471,8:25.090816270748405,505.0908162707484,158,2017-10-15,1:30:11.139000000000124,106.18802315053581,8:22.811636361292017,502.811636361292,44,83.33162194371789,8:41.00183778624262,521.0018377862426,148,2017-06-04,0:40:29.661000000000058,99.87219179976988,8:28.24667112491727,508.24667112491727,41,82.8770458441988,8:48.87456933231795,528.874569332318,147,2017-05-21,0:21:29.633000000000038,0,0,0,0,0,0,0,0,null
Dudiman,14,19:19,2017,47:08,2017,1:41:23,2017,3:49:27,2017,450 mi,95,66 hrs,"20,092 ft",277777:46:40,0,0,0,0,0,0,0,0,null,277777:46:40,0,0,0,0,0,0,0,0,null,277777:46:40,0,0,0,0,0,0,0,0,null,0:43:52.33800000000019,0,0,0,0,0,0,0,0,null
EliseuGodoy,14,20:51,2018,41:02,2017,1:39:19,2018,3:34:43,2017,"3,338 mi",683,687 hrs,"478,327 ft",3:38:6,0,0,0,0,0,0,0,0,null,1:34:52.948999999999614,0,0,0,0,0,0,0,0,null,0:41:1.606000000000222,311.24980381450365,12:44.261553199820014,764.26155319982,175,208.64052136114117,12:44.1707076757865,764.1707076757865,483,2017-10-15,0:23:34.4000244140625,0,0,0,0,0,0,0,0,null
LauraCastellano83,14,18:23,2017,39:18,2017,1:26:06,2017,3:38:25,2016,"1,810 mi",347,237 hrs,"48,163 ft",3:10:39.111000000000786,0,0,0,0,0,0,0,0,null,1:26:6.03899999999976,170.03982172438955,8:6.270884680853669,486.27088468085367,85,49.813615623662905,8:6.727152330575905,486.7271523305759,99,2017-10-22,0:40:10.304000000000087,0,0,0,0,0,0,0,0,null,0:23:1.224999999999909,0,0,0,0,0,0,0,0,null
MarceloSDutra,14,19:00,2017,39:47,2017,1:29:32,2017,3:18:07,2017,"1,159 mi",275,170 hrs,"43,332 ft",3:18:7.147999999999229,100.44045176018874,9:10.865147705003096,550.8651477050031,56,35.22037035405956,8:40.546390416605846,520.5463904166058,74,2017-09-24,1:35:28.868000000000393,0,0,0,0,0,0,0,0,null,0:40:40.1579999999999,0,0,0,0,0,0,0,0,null,0:19:9.836000000000013,72.4720195573509,7:48.173434720572004,468.173434720572,48,58.37330053197824,8:19.776662369336975,499.776662369337,132,2018-01-30
marcosvarela,14,,,40:15,2015,1:49:39,2013,3:16:10,2015,184 mi,42,25 hrs,"10,759 ft",3:11:45,0,0,0,0,0,0,0,0,null,1:40:5,0,0,0,0,0,0,0,0,null,0:38:36,0,0,0,0,0,0,0,0,null,0:19:5,0,0,0,0,0,0,0,0,null
olourenc,14,23:06,2018,50:39,2017,1:50:08,2017,4:18:14,2017,"1,686 mi",238,290 hrs,"108,034 ft",4:18:13.7333984375,129.52849231967926,11:1.8059752233305062,661.8059752233305,51,143.489173213832,10:48.65253238216212,648.6525323821621,239,2017-07-16,1:50:8.43310546875,112.73993453256695,9:43.580437539344985,583.580437539345,57,137.96640291817678,10:19.131908481818414,619.1319084818184,255,2017-12-10,0:50:3.791015625,0,0,0,0,0,0,0,0,null,0:23:5.6390380859375,111.33692028855319,9:44.77310723947767,584.7731072394777,55,133.11541888467528,10:7.349478532978651,607.3494785329787,234,2018-02-13
ludwiggg,14,18:02,2017,39:00,2017,1:24:14,2017,3:48:27,2016,"1,113 mi",393,152 hrs,"26,638 ft",3:48:26.745999999999185,98.79250914453546,8:5.071311731641629,485.07131173164163,49,55.740105674790094,7:58.454560269371825,478.4545602693718,125,2016-04-03,1:24:13.94287109375,138.979879251803,8:18.42519065316708,498.4251906531671,149,43.273334986642034,8:47.72610161873945,527.7261016187394,197,2017-09-24,0:39:47.516000000000076,0,0,0,0,0,0,0,0,null,0:19:47.041015625,0,0,0,0,0,0,0,0,null
dcabib,14,20:10,2014,42:36,2015,1:32:26,2015,3:11:58,2014,"4,173 mi",362,395 hrs,"78,675 ft",3:28:40.85100000000057,0,0,0,0,0,0,0,0,null,1:35:27.701000000000022,0,0,0,0,0,0,0,0,null,0:43:30.585000000000036,0,0,0,0,0,0,0,0,null,0:21:11.011999999999944,0,0,0,0,0,0,0,0,null
RENATOCOHEN,14,23:44,2015,50:36,2015,1:50:38,2017,4:14:12,2015,"1,172 mi",206,238 hrs,"75,719 ft",4:14:12.193999999999505,86.3558021714906,10:25.1418817170005,625.1418817170005,33,21.58895054287265,10:25.1418817170005,625.1418817170005,33,2015-07-26,1:50:37.9482421875,95.47605660105295,10:13.468115625010796,613.4681156250108,50,68.40879078808872,11:15.486378787814033,675.486378787814,158,2017-07-30,0:50:52.361083984375,90.88567381475497,10:18.108102507114722,618.1081025071147,49,68.3919365865993,11:22.281569585670354,682.2815695856704,157,2017-07-16,0:26:48.60205078125,0,0,0,0,0,0,0,0,null
claitonlenz,13,18:20,2013,37:23,2014,1:21:30,2014,2:58:46,2014,"2,345 mi",308,307 hrs,"177,151 ft",2:58:46,0,NaN:NaN,NaN,0,3.9004933699529,7:12.393376948712955,432.39337694871296,3,2014-05-18,1:28:13.5600000000004,0,0,0,0,0,0,0,0,null,0:37:50.179999999999836,0,0,0,0,0,0,0,0,null,0:20:1.6400000000001,0,0,0,0,0,0,0,0,null
clamatsui,13,23:33,2018,47:32,2018,1:44:13,2015,3:44:43,2016,"2,075 mi",340,336 hrs,"200,919 ft",3:44:42.931000000000495,121.93056159667945,8:43.21393557607746,523.2139355760775,51,84.31364928065753,8:54.841205641878105,534.8412056418781,149,2016-09-25,1:44:12.649999999999636,108.14941528825481,8:50.362072204649394,530.3620722046494,44,52.47270620254266,9:5.07839065129167,545.0783906512917,99,2015-08-02,0:48:38.40000000000009,0,0,0,0,0,0,0,0,null,0:29:44.84899999999993,0,0,0,0,0,0,0,0,null
gui_veloz,14,18:46,2016,38:58,2017,1:26:32,2017,3:05:35,2016,,,,,3:5:34.824000000000524,117.80306833857357,7:14.580700842719068,434.58070084271907,79,123.4355988583312,7:22.490703696322953,442.49070369632295,353,2016-06-12,1:26:32.13500000000022,79.82745045458594,7:2.8552215665174003,422.8552215665174,49,94.40115562014616,7:8.481240577763401,428.4812405777634,299,2017-07-30,0:38:58.257080078125,101.4435362912666,7:13.223821967304218,433.2238219673042,70,112.72793205521936,7:13.088270461490254,433.08827046149025,349,2017-05-01,0:18:45.659000000000106,147.06256394961082,7:14.608500061462735,434.60850006146273,110,132.53002214158184,7:22.913866871800167,442.91386687180017,372,2016-09-21
3c0b8b80-a055-4112-ad5d-e197adb0b35a,14,15:54,2017,32:19,2017,1:08:49,2017,2:22:18,2017,909 mi,219,110 hrs,"28,834 ft",2:22:17.51000000000022,0,NaN:NaN,NaN,0,0,NaN:NaN,NaN,0,2017-09-24,1:30:0.47021484375,0,0,0,0,0,0,0,0,null,0:45:1.160888671875,0,0,0,0,0,0,0,0,null,0:19:20.583984375,0,0,0,0,0,0,0,0,null
Fernando.Bisonti,13,14:55,2016,34:41,2016,1:20:18,2015,3:04:17,2014,91 mi,14,11 hrs,"5,814 ft",3:4:1.0059999999994034,110.85858592135078,7:10.878338708213164,430.87833870821316,39,76.10645047037913,7:6.275921854481965,426.27592185448196,207,2016-04-24,1:20:31.529999999999745,52.957001006623834,7:47.138474544138774,467.1384745441388,43,77.12312811463083,6:40.00017834011658,400.0001783401166,132,2015-07-26,0:34:40.68199999999979,121.37786504612654,8:25.18102821601292,505.1810282160129,36,91.19611196722467,7:27.311009611105305,447.3110096111053,213,2016-07-17,0:20:2.759999999999991,0,0,0,0,0,0,0,0,null
duanxu1987,14,22:50,2015,46:04,2015,1:39:16,2015,4:09:26,2014,59 mi,9,9 hrs,430 ft,3:29:18.174999999999272,0,0,0,0,0,0,0,0,null,1:41:52.81999999999971,0,0,0,0,0,0,0,0,null,0:46:27.41899999999987,47.83644019701659,8:25.35638174098534,505.35638174098534,23,35.916410868223416,8:17.835963220354245,497.83596322035424,60,2016-08-27,0:28:31.720000000000027,0,0,0,0,0,0,0,0,null
ZeMarioBarbeiro,14,19:07,2013,32:27,2017,1:33:32,2013,3:20:39,2014,"1,157 mi",183,208 hrs,"37,154 ft",3:26:7.145000000000437,0,0,0,0,0,0,0,0,null,1:36:31.5600000000004,0,0,0,0,0,0,0,0,null,0:0:7.724,0,0,0,0,0,0,0,0,null,0:0:7.724,0,0,0,0,0,0,0,0,null
RobsonHairStylist,14,26:26,2017,50:17,2017,2:14:11,2017,4:38:57,2017,852 mi,115,107 hrs,"4,225,305 ft",4:38:56,115.1272695639206,9:23.996745334799357,563.9967453347994,46,35.06180587487209,9:18.293006066431303,558.2930060664313,59,2017-01-22,2:7:14,0,0,0,0,0,0,0,0,null,0:49:42,0,0,0,0,0,0,0,0,null,0:22:8.632000000000062,0,0,0,0,0,0,0,0,null
FLASALZANO,13,24:49,2016,51:40,2016,1:57:17,2013,3:59:54,2016,681 mi,146,135 hrs,"17,258 ft",4:8:41.4189453125,0,0,0,0,0,0,0,0,null,1:53:30.452000000000226,0,0,0,0,0,0,0,0,null,0:53:46.76099999999997,0,0,0,0,0,0,0,0,null,0:25:11.221000000000004,0,0,0,0,0,0,0,0,null
luizvergueiro,14,20:53,2014,41:54,2015,1:31:55,2014,3:16:18,2013,773 mi,57,55 hrs,"36,721 ft",277777:46:40,0,0,0,0,0,0,0,0,null,1:31:55.34900000000016,74.8925294427115,8:14.490108366931224,494.4901083669312,36,20.85533407069565,8:17.814542224066543,497.81454222406654,41,2014-05-25,0:41:54.17500000000018,61.9430905422927,8:19.812129633112136,499.81212963311214,30,59.649804681836436,8:9.751437396222968,489.75143739622297,127,2015-05-10,0:23:25.52500000000009,0,0,0,0,0,0,0,0,null
matnunes,14,26:11,2016,56:00,2016,2:04:37,2016,4:26:17,2017,375 mi,46,64 hrs,"8,389 ft",4:30:41.8583984375,0,0,0,0,0,0,0,0,null,2:4:37.034999999999854,48.944074382459064,10:17.74884324238485,617.7488432423849,26,28.874088135508966,10:14.850677997133175,614.8506779971332,61,2016-05-29,0:56:0.1390000000001237,73.58392674429683,9:47.640542980646046,587.640542980646,32,43.880704201722445,10:3.996911979662059,603.9969119796621,86,2016-08-08,0:30:16.59699999999998,0,0,0,0,0,0,0,0,null
Hhaussen,13,14:16,2016,40:07,2017,1:35:18,2015,3:24:32,2015,"9,523 mi",658,733 hrs,"191,431 ft",3:24:31.781999999999243,144.73894888587867,8:0.0665787257156012,480.0665787257156,57,74.75280653352725,8:5.721378684492549,485.72137868449255,112,2015-10-11,1:35:18.27599999999984,138.01886487628465,8:5.431336216649015,485.431336216649,53,45.01918177638036,8:8.078915467871013,488.078915467871,68,2015-08-02,0:43:55.98100000000022,0,0,0,0,0,0,0,0,null,0:20:46.9849853515625,0,0,0,0,0,0,0,0,null
Rafaell_Guedes,14,20:30,2017,42:43,2017,1:37:52,2017,4:09:43,2017,929 mi,153,129 hrs,"46,962 ft",4:9:43.4482421875,102.37930755070134,8:25.26064667349584,505.26064667349584,43,73.4853255155905,10:27.12685634489469,627.1268563448947,123,2017-07-30,1:21:2.744999999999891,0,0,0,0,0,0,0,0,null,0:23:38.09899999999993,0,0,0,0,0,0,0,0,null,0:20:1.8499755859375,0,0,0,0,0,0,0,0,null
JOAOROLIVEIRA,13,19:18,2016,40:10,2017,1:26:31,2015,2:58:24,2015,"4,736 mi",481,382 hrs,"57,510 ft",3:14:33.72600000000057,0,0,0,0,0,0,0,0,null,1:44:1.2960000000002765,0,0,0,0,0,0,0,0,null,0:45:8.184999999999945,0,0,0,0,0,0,0,0,null,0:19:46.080999999999904,0,0,0,0,0,0,0,0,null
FelipePastore,14,18:17,2017,36:48,2017,1:22:42,2017,2:54:28,2017,"1,386 mi",254,250 hrs,"85,586 ft",2:54:27,121.15939682409923,7:23.8401682309875,443.8401682309875,38,115.44950984249557,7:35.390899728251725,455.3908997282517,152,2017-06-11,1:22:42,106.2791666618122,7:29.23580325590592,449.2358032559059,34,112.87396238135825,7:34.15826046528542,454.1582604652854,150,2017-07-30,0:44:14.568000000000211,0,0,0,0,0,0,0,0,null,0:26:47.30099999999993,0,0,0,0,0,0,0,0,null
