user,level,5K,5KYear,10K,10KYear,half,halfYear,marathon,marathonYear,distance,activities,time,elevation,marathonRecord,marathonTrainDis3,marathonTrainPace3,marathonTrainPaceSec3,marathonTrainDays3,marathonTrainDis12,marathonTrainPace12,marathonTrainPaceSec12,marathonTrainDays12,marathonDate,halfRecord,halfTrainDis3,halfTrainPace3,halfTrainPaceSec3,halfTrainDays3,halfTrainDis12,halfTrainPace12,halfTrainPaceSec12,halfTrainDays12,halfDate,10KRecord,10KTrainDis3,10KTrainPace3,10KTrainPaceSec3,10KTrainDays3,10KTrainDis12,10KTrainPace12,10KTrainPaceSec12,10KTrainDays12,10KDate,5KRecord,5KTrainDis3,5KTrainPace3,5KTrainPaceSec3,5KTrainDays3,5KTrainDis12,5KTrainPace12,5KTrainPaceSec12,5KTrainDays12,5KDate
Filipe_Jorge,14,20:15,2016,42:36,2017,1:32:35,2017,3:26:20,2016,,,,,3:29:42.012000000000626,0,0,0,0,0,0,0,0,null,1:32:35.03515625,84.06854135509032,8:6.833928111537432,486.83392811153743,37,93.06242150163017,8:15.112005409752953,495.11200540975295,154,2017-03-05,0:46:57.7099609375,0,0,0,0,0,0,0,0,null,0:22:24.6490478515625,0,0,0,0,0,0,0,0,null
JacquesFernandes,14,20:14,2015,41:15,2015,1:27:31,2015,2:50:10,2015,"2,316 mi",443,287 hrs,"35,886 ft",2:48:40.66100000000006,273.54979444607585,7:36.2591036341222,456.2591036341222,170,212.0071571048558,7:49.651758992601174,469.6517589926012,528,2017-02-26,1:27:27.97021484375,235.15790605126085,7:28.33439954524181,448.3343995452418,147,206.72731257297812,7:42.730738878873865,462.73073887887386,521,2017-09-22,0:40:19.6708984375,0,0,0,0,0,0,0,0,null,0:19:35.41799999999989,0,0,0,0,0,0,0,0,null
LuizCampolongo,14,19:04,2016,39:01,2016,1:31:17,2016,3:28:05,2017,"1,341 mi",316,225 hrs,"29,774 ft",3:28:4,102.71686000744093,7:29.938168842911523,449.9381688429115,33,79.26859581475968,7:33.368310772890425,453.3683107728904,140,2017-07-30,1:31:10,67.16550262840668,7:32.51322197573501,452.513221975735,38,73.50638978297522,7:50.8992672001732,470.8992672001732,144,2016-11-06,0:41:28.55699999999979,0,0,0,0,0,0,0,0,null,0:19:56.944999999999936,0,0,0,0,0,0,0,0,null
MarceloCassucciCosta,14,20:01,2016,41:51,2016,1:31:01,2017,3:06:57,2016,847 mi,167,115 hrs,"24,273 ft",3:6:56.649999999999636,108.12689466903616,7:51.58562929920868,471.5856292992087,52,105.94181413912952,7:54.26461709143865,474.26461709143865,186,2016-09-25,1:31:1,86.24197931712501,8:8.848369160407174,488.8483691604072,54,84.00584043679736,7:59.40612652067449,479.4061265206745,180,2017-04-02,0:41:22.498999999999796,0,0,0,0,0,0,0,0,null,0:19:22.313000000000102,0,0,0,0,0,0,0,0,null
Dyodi,14,18:38,2018,40:14,2017,1:29:36,2017,3:14:01,2017,"2,727 mi",296,269 hrs,"60,563 ft",3:15:16,159.04648282318627,8:24.315878244454098,504.3158782444541,75,127.30668058541589,8:50.993998292006495,530.9939982920065,217,2016-10-09,1:29:36.128999999999905,0.6198814521953359,6:6.736788991222284,366.7367889912223,1,56.80369485149078,7:49.950356864260755,469.95035686426075,111,2017-07-30,0:0:0,0,0,0,0,0,0,0,0,null,0:0:0,0,0,0,0,0,0,0,0,null
Robson_R,14,20:20,2017,41:10,2017,1:32:43,2017,3:10:00,2016,"1,266 mi",275,164 hrs,"29,469 ft",3:10:0.30099999999947613,124.64373801268427,7:47.24013786722867,467.24013786722867,74,110.0404555076408,7:57.41374910083721,477.4137491008372,218,2016-06-12,1:31:20,0,0,0,0,0,0,0,0,null,0:41:10,90.5625057960403,7:38.29916823396013,458.29916823396013,68,106.02748083546136,7:51.59749186206301,471.597491862063,281,2017-08-06,0:20:52,0,0,0,0,0,0,0,0,null
ThiagoBW,14,18:30,2017,38:23,2017,1:28:09,2015,3:11:36,2017,"1,293 mi",333,278 hrs,"34,649 ft",3:11:36.23199999999997,114.01018845984287,7:52.36086256060531,472.3608625606053,52,83.26777132044343,7:48.65926183713026,468.65926183713026,149,2017-06-11,1:29:4.980999999999767,0,0,0,0,0,0,0,0,null,0:42:16.329999999999927,0,0,0,0,0,0,0,0,null,0:25:1.02294921875,0,0,0,0,0,0,0,0,null
zlcardim,14,20:55,2012,39:29,2014,1:27:27,2013,3:34:03,2014,0 mi,0,0 hrs,0 ft,277777:46:40,0,0,0,0,0,0,0,0,null,1:35:49.837000000000444,0,0,0,0,0,0,0,0,null,0:41:25.791999999999916,0,0,0,0,0,0,0,0,null,0:24:4.574000000000069,0,0,0,0,0,0,0,0,null
BrmVeiga,14,20:42,2014,42:41,2013,1:34:05,2015,3:19:39,2016,"1,114 mi",264,144 hrs,"36,027 ft",3:19:38.97700000000077,102.07143300980528,8:36.740627402248265,516.7406274022483,67,84.7375627068653,8:35.30941755297363,515.3094175529736,238,2016-10-09,1:34:5,123.82438142344064,8:33.60375021124446,513.6037502112445,81,103.07403449032938,8:30.81676641792791,510.8167664179279,285,2015-08-02,0:44:3,0,0,0,0,0,0,0,0,null,0:20:49.71399999999994,92.68781810764621,8:40.65704983136993,520.6570498313699,62,97.37675846310071,8:32.3860399232924,512.3860399232924,273,2017-03-30
JGUTOMACHADO,13,20:24,2014,42:30,2014,1:35:50,2017,3:36:59,2016,"1,495 mi",136,151 hrs,"50,591 ft",3:36:58.97199999999975,90.08100422119212,8:5.297664895653156,485.29766489565316,34,72.40816318076561,8:37.063124358866844,517.0631243588668,128,2016-10-16,1:36:57.90099999999984,0,0,0,0,0,0,0,0,null,0:28:36.62699999999995,0,0,0,0,0,0,0,0,null,0:20:24.298999999999978,84.2409082812416,8:2.0247924887978,482.0247924887978,36,58.588227679255674,8:38.8810156497899,518.8810156497899,112,2014-09-21
dumoran,14,20:58,2015,44:41,2015,1:36:37,2015,3:43:44,2015,382 mi,84,59 hrs,"16,520 ft",3:43:43.61000000000058,113.7440586410164,8:30.762730766935647,510.76273076693565,43,55.40877057261569,8:46.7129995557716,526.7129995557716,152,2015-09-06,1:36:36.970000000000255,114.4435503581178,8:31.368715407754166,511.36871540775417,53,57.03375710953972,8:51.69679303711439,531.6967930371144,154,2015-08-23,0:46:51.902000000000044,0,0,0,0,0,0,0,0,null,0:22:16.180000000000064,0,0,0,0,0,0,0,0,null
Marquinhos3110,14,23:24,2015,50:52,2015,1:51:56,2015,4:02:59,2015,518 mi,199,198 hrs,"25,940 ft",4:7:53.298000000000684,0,0,0,0,0,0,0,0,null,1:51:55.572000000000116,42.692045600473904,9:36.42339817342531,576.4233981734253,15,50.907766537835386,9:48.68346367268464,588.6834636726846,78,2015-11-08,0:35:0,0,0,0,0,0,0,0,0,null,0:23:24,19.11883546464182,11:29.302792057558122,689.3027920575581,5,29.23475410209569,10:32.5071044582902,632.5071044582902,30,2015-02-13
PauloMonteiro77,14,19:55,2017,41:07,2016,1:31:58,2016,3:46:06,2017,"1,221 mi",290,194 hrs,"7,894 ft",3:46:6,111.87634471219326,8:15.336899434455745,495.33689943445574,56,89.06781555995228,8:0.6304187620854691,480.63041876208547,193,2017-07-30,1:31:57.77900000000045,62.7132758356428,7:38.131683982892355,458.13168398289235,28,70.5459225521021,8:30.906693060547752,510.90669306054775,152,2016-10-09,0:41:7,98.99642296427938,7:32.80813512667277,452.80813512667277,49,71.17961503887724,8:21.06886497189538,501.0688649718954,153,2016-11-19,0:19:55,73.62062916060829,7:41.829952478305415,461.8299524783054,47,69.58615902585328,8:2.6331457791150683,482.63314577911507,151,2017-02-05
Miyashir0,14,,,46:01,2015,1:40:44,2016,4:11:57,2015,89 mi,11,13 hrs,"4,019 ft",4:11:57.41599999999926,93.14679516654861,8:26.89697105424142,506.8969710542414,30,78.78740663874635,8:32.053651352953466,512.0536513529535,135,2015-07-26,1:40:41.1850000000004,82.63598742341581,8:48.96263112779411,528.9626311277941,40,51.512141105463535,8:57.44524085404396,537.445240854044,110,2014-08-03,0:45:45.6880000000001,81.98609367815378,8:17.788769237842985,497.788769237843,38,67.33901319795689,8:45.889361677505576,525.8893616775056,138,2014-10-12,0:22:9.072021484375,0,0,0,0,0,0,0,0,null
felipefellin,14,23:00,2014,49:01,2014,1:51:31,2013,4:26:39,2014,0 mi,0,0 hrs,0 ft,4:26:39.28900000000067,78.64767544459221,9:20.08969221686243,560.0896922168624,43,43.698628526808115,9:13.303850298954671,553.3038502989547,119,2014-04-06,1:51:30.877000000000407,0,NaN:NaN,NaN,0,0,NaN:NaN,NaN,0,2013-07-07,0:49:1.1340000000000146,79.71768343958807,9:26.654269386783426,566.6542693867834,39,46.95536110040971,9:15.444817988470959,555.444817988471,123,2014-04-27,0:23:0.13899999999989632,82.24928852821655,9:24.34559897835618,564.3455989783562,41,47.88883538179214,9:14.59027220565713,554.5902722056571,126,2014-04-30
bira2013,14,13:24,2015,40:51,2015,1:39:31,2015,3:25:54,2015,377 mi,24,34 hrs,"10,229 ft",1:21:53.61181640625,0,0,0,0,0,0,0,0,null,1:21:53.61181640625,0,0,0,0,0,0,0,0,null,0:47:58.48999999999978,0,0,0,0,0,0,0,0,null,0:23:55.52999999999997,0,0,0,0,0,0,0,0,null
NICHOLAS_VIEIRA,13,18:59,2018,39:46,2016,1:31:40,2017,3:32:43,2016,"1,735 mi",538,229 hrs,"82,150 ft",3:32:43.427999999999884,191.92827908749337,7:53.17271898878016,473.17271898878016,97,87.00115212861583,7:55.04571957355523,475.04571957355523,243,2016-09-25,1:31:18.070999999999913,11.298277554774005,8:13.417688932984447,493.41768893298445,3,78.50971927146868,8:8.356633891950253,488.35663389195025,298,2017-10-22,0:39:45.98000000000002,117.2093197625528,8:2.593103073405075,482.5931030734051,125,29.3023299406382,8:2.593103073405075,482.5931030734051,125,2016-06-09,0:18:59.1600341796875,83.98873685633835,8:24.46573908506042,504.4657390850604,48,83.69208295571843,8:6.744142123426741,486.74414212342674,289,2018-02-15
gutosoares19,14,23:12,2016,48:26,2016,1:57:00,2015,4:38:38,2016,"1,422 mi",117,132 hrs,"31,990 ft",4:38:37.754000000000815,45.714992895638375,9:9.970131769733484,549.9701317697335,16,35.16157710614289,8:54.777835094554234,534.7778350945542,77,2016-07-31,1:57:0.28700000000026193,55.481168263594604,8:58.30607636280149,538.3060763628015,32,27.1279634301432,9:26.499399764152486,566.4993997641525,79,2015-08-02,0:47:31.13500000000022,0,0,0,0,0,0,0,0,null,0:23:12.3900000000001,22.18951454219328,9:40.41920245003769,580.4192024500377,8,27.98514608473039,9:7.02803600346067,547.0280360034607,61,2016-09-25
machadoadriano,14,18:58,2016,40:08,2015,1:33:11,2015,3:16:23,2016,956 mi,69,82 hrs,"64,849 ft",3:16:23,15.795466878761895,7:5.670650843952217,425.6706508439522,7,36.68004533949736,7:58.32547200009611,478.3254720000961,76,2016-09-25,1:33:11,19.763064361788064,9:4.837909220494112,544.8379092204941,22,7.735488875356772,8:27.95410563525752,507.9541056352575,33,2015-07-11,0:37:31,0,0,0,0,0,0,0,0,null,0:18:58,61.49145819611352,7:51.70237163931699,471.702371639317,29,27.502693650813374,8:3.2929034306997096,483.2929034306997,73,2016-01-14
danielbacelar,14,18:51,2016,42:11,2016,1:37:50,2016,3:28:03,2016,"1,058 mi",157,160 hrs,"52,555 ft",3:28:53.64500000000044,151.6498108955639,8:1.0044771518658422,481.00447715186584,77,144.86815402587402,8:1.7730155117544655,481.77301551175447,248,2016-07-02,0:0:0,0,0,0,0,0,0,0,0,null,0:0:0,0,0,0,0,0,0,0,0,null,0:0:0,0,0,0,0,0,0,0,0,null
FabioVascao,14,22:11,2017,45:41,2016,1:49:39,2017,5:02:43,2016,"1,469 mi",206,259 hrs,"95,180 ft",3:56:20.4140625,0,0,0,0,0,0,0,0,null,1:54:50.08984375,0,0,0,0,0,0,0,0,null,0:45:40.55600000000004,53.77309953148495,9:50.64150929351479,590.6415092935148,15,13.443274882871238,9:50.64150929351479,590.6415092935148,15,2016-12-06,0:21:22.623046875,0,0,0,0,0,0,0,0,null
Fernandoobal,14,18:22,2015,37:06,2017,1:28:27,2017,3:18:32,2015,799 mi,203,145 hrs,"58,648 ft",3:18:32.42400000000089,1.29951408651994,8:21.00470123428454,501.00470123428454,1,1.4259831152315028,7:57.88743736705072,477.8874373670507,2,2015-09-27,1:43:44.32499999999982,0,0,0,0,0,0,0,0,null,0:45:57.23095703125,0,0,0,0,0,0,0,0,null,0:18:48.10500000000002,0,0,0,0,0,0,0,0,null
GilZP,14,17:07,2016,39:45,2016,1:32:20,2015,3:55:24,2015,"4,662 mi",370,372 hrs,"269,820 ft",3:55:23.575999999999112,83.87257923538013,9:10.213881032845507,550.2138810328455,36,41.37172174100356,9:7.280508614322798,547.2805086143228,80,2015-09-27,1:32:20.297999999999774,84.20068889524069,8:25.692770752062188,505.6927707520622,38,57.289668435507735,8:49.632140988164224,529.6321409881642,109,2015-12-06,0:40:13.670000000000073,0,0,0,0,0,0,0,0,null,0:18:41.840999999999894,0,0,0,0,0,0,0,0,null
cellariusrunner,14,18:00,2015,38:04,2015,1:23:17,2017,3:39:21,2015,"2,548 mi",287,433 hrs,"267,552 ft",3:7:0,0,0,0,0,0,0,0,0,null,1:23:17.3251953125,208.35061541427376,11:32.211113044076114,692.2111130440761,79,198.4078162458212,12:5.1270197721383965,725.1270197721384,296,2017-10-10,0:39:1.7958984375,0,0,0,0,0,0,0,0,null,0:18:0.4600000000000364,145.17082986400223,8:21.861542948529745,501.86154294852975,43,37.07434621231892,8:20.03866718239601,500.038667182396,45,2015-08-25
Xuga73,14,5:44.2,2016,43:10,2015,1:33:42,2017,3:14:16,2017,"3,640 mi",598,444 hrs,"220,509 ft",3:14:16.0947265625,166.56517496778673,8:48.79644032100384,528.7964403210038,87,101.95321816286503,9:13.383151821495744,553.3831518214957,255,2017-06-11,1:29:13.77880859375,0,0,0,0,0,0,0,0,null,0:38:59.989990234375,0,0,0,0,0,0,0,0,null,0:16:58.91998291015625,0,0,0,0,0,0,0,0,null
mdbrasa,14,8:25.5,2013,20:30,2013,48:16,2013,1:48:16,2013,"1,304 mi",121,134 hrs,"88,097 ft",2:11:3.8469999999997526,0,0,0,0,0,0,0,0,null,0:53:30.81399999999985,0,0,0,0,0,0,0,0,null,0:27:5.4780000000000655,0,0,0,0,0,0,0,0,null,0:13:33.960000000000036,0,0,0,0,0,0,0,0,null
Marcondestri,14,17:37,2017,36:23,2017,1:18:55,2017,2:57:59,2015,"6,690 mi",842,657 hrs,"249,259 ft",277777:46:40,0,0,0,0,0,0,0,0,null,1:18:55.4482421875,109.86916817262579,7:32.93758614596862,452.9375861459686,65,88.4337087973974,8:4.243110758034959,484.24311075803496,242,2017-10-29,0:36:46.825927734375,0,0,0,0,0,0,0,0,null,0:18:54.3599853515625,0,0,0,0,0,0,0,0,null
MonicaGuerra,14,,,,,2:01:55,2015,4:48:50,2017,"2,174 mi",265,305 hrs,"93,532 ft",4:48:50.109375,95.10784524080104,10:51.08364895025716,651.0836489502572,42,56.595410233694025,10:46.29464807713646,646.2946480771365,113,2017-06-18,2:1:55.10999999999967,79.74239336208221,10:57.55593884979146,657.5559388497915,46,68.37435739702818,10:30.05723646536387,630.0572364653639,154,2015-11-08,0:54:40.322999999999865,0,0,0,0,0,0,0,0,null,0:27:0.5869999999999891,0,0,0,0,0,0,0,0,null
nextrun,14,22:55,2013,46:14,2014,1:39:37,2013,3:52:15,2014,71 mi,27,17 hrs,89 ft,3:21:13.200000000000728,0,0,0,0,0,0,0,0,null,1:39:36.503999999999905,90.23206821844148,10:39.50362813701531,639.5036281370153,66,55.14368364256985,10:49.59058560873905,649.590585608739,162,2013-11-03,0:46:49.847999999999956,0,0,0,0,0,0,0,0,null,0:22:54.881000000000085,94.5892436236801,11:6.158024451016331,666.1580244510163,73,50.98806032286529,10:55.51531649481956,655.5153164948196,150,2013-09-22
Xixo79,14,18:26,2016,39:24,2017,1:29:01,2016,3:06:40,2017,"1,757 mi",375,254 hrs,"69,580 ft",3:6:39.504000000000815,137.03597104661853,8:7.84756455428942,487.8475645542894,63,127.84325397517578,8:27.408483770076316,507.4084837700763,353,2017-11-19,1:27:54.45499999999993,0,0,0,0,0,0,0,0,null,0:39:52.931884765625,0,0,0,0,0,0,0,0,null,0:19:10.06103515625,0,0,0,0,0,0,0,0,null
runTSK,14,22:22,2017,47:45,2017,1:42:27,2017,3:53:21,2016,"2,933 mi",217,273 hrs,"134,446 ft",3:53:20.68499999999949,70.85536099684757,8:54.31078186190757,534.3107818619076,32,67.45465687797481,12:30.25292310877478,750.2529231087748,135,2016-10-16,1:42:26.501953125,99.17640386265036,9:25.840708117298618,565.8407081172986,48,78.48004665495884,9:44.01649938056289,584.0164993805629,157,2017-06-04,0:49:15.012939453125,0,0,0,0,0,0,0,0,null,0:23:23.66796875,0,0,0,0,0,0,0,0,null
marcotrevisan,13,21:40,2016,46:09,2015,1:39:13,2015,3:38:04,2016,841 mi,151,144 hrs,"115,013 ft",3:48:42,0,0,0,0,0,0,0,0,null,1:40:30.122999999999593,0,0,0,0,0,0,0,0,null,0:45:45.636962890625,95.02016470835548,10:28.45859369078198,628.458593690782,41,68.69077218774287,9:59.04588622774895,599.045886227749,146,2017-11-21,0:22:53.98299999999995,0,0,0,0,0,0,0,0,null
Harald-Krieger,14,17:31,2017,35:53,2017,1:24:35,2017,3:15:05,2017,"7,384 mi",786,781 hrs,"18,760 ft",277777:46:40,0,0,0,0,0,0,0,0,null,1:28:3.436999999999898,0,0,0,0,0,0,0,0,null,0:36:34.57600000000002,0,0,0,0,0,0,0,0,null,0:18:24.063000000000102,0,0,0,0,0,0,0,0,null
oktayfirat,14,17:10,2016,35:06,2018,1:15:06,2018,2:42:35,2017,"2,895 mi",1092,373 hrs,"87,896 ft",2:42:35,98.57595056013942,7:25.348433307731398,445.3484333077314,96,56.49922851480708,7:5.04140408451417,425.04140408451417,195,2017-12-03,1:15:6,182.30945849435727,7:33.967014009500815,453.9670140095008,206,78.86123721488302,7:15.460069514687802,435.4600695146878,306,2018-01-07,0:36:1,0,0,0,0,0,0,0,0,null,0:18:3.574000000000069,0,0,0,0,0,0,0,0,null
valdison_run42k,14,14:40,2016,30:21,2014,1:07:14,2015,2:21:03,2015,"2,832 mi",642,346 hrs,"78,743 ft",2:21:2,200.40795398527766,7:18.533737071415374,438.5337370714154,95,50.101988496319414,7:18.533737071415374,438.5337370714154,95,2015-10-11,1:7:14.157999999999902,43.88494662408192,7:19.915160401250887,439.9151604012509,24,10.97123665602048,7:19.915160401250887,439.9151604012509,24,2015-08-30,0:31:38.237060546875,0,0,0,0,0,0,0,0,null,0:14:40.476,141.91014121731064,8:15.22658538580879,495.2265853858088,83,116.05943171320747,7:32.2672412329818,452.2672412329818,249,2016-03-20
DriXavier,14,22:25,2016,45:20,2016,1:36:21,2016,3:19:15,2016,"1,449 mi",406,492 hrs,"76,340 ft",3:19:14.640999999999622,123.53357484020364,8:27.70970629749968,507.7097062974997,78,46.228561604964334,9:31.80968321168814,571.8096832116881,125,2016-10-09,1:41:54.42199999999957,0,0,0,0,0,0,0,0,null,0:47:12.574999999999818,0,0,0,0,0,0,0,0,null,0:22:11.708984375,88.27710129529355,8:33.7765523234533,513.7765523234533,60,112.00471601781278,14:22.84382440951515,862.8438244095152,200,2017-08-24
luis.sertori,14,23:41,2014,49:41,2014,1:57:11,2014,4:33:30,2015,"3,889 mi",502,501 hrs,"103,489 ft",0:50:0,0,0,0,0,0,0,0,0,null,0:50:0,0,0,0,0,0,0,0,0,null,0:50:0,21.95517002829317,2:44.88143773584906,164.88143773584906,3,5.488792507073293,2:44.88143773584906,164.88143773584906,3,2015-12-23,0:28:32.3070068359375,0,0,0,0,0,0,0,0,null
JackeCoelho,12,,,52:41,2013,1:54:51,2014,4:26:56,2014,"1,420 mi",247,207 hrs,"37,405 ft",4:26:55.71600000000035,67.53021735618327,18:28.55491952318107,1108.554919523181,50,61.636333838716496,13:12.16528426933803,792.165284269338,151,2014-05-18,1:54:50.79899999999998,68.43421733961334,19:30.478567310217386,1170.4785673102174,67,56.06712845017213,13:25.691943128719004,805.691943128719,146,2014-04-06,0:49:8.347000000000207,0,0,0,0,0,0,0,0,null,0:26:58.74000000000001,0,0,0,0,0,0,0,0,null
innashku,14,24:56,2016,51:31,2016,2:00:54,2016,4:13:16,2015,793 mi,147,159 hrs,"14,871 ft",4:13:16.450000000000728,117.25274750311722,9:34.89459396143002,574.89459396143,50,36.976076114017765,9:34.650877443375066,574.6508774433751,66,2015-10-04,2:0:53.82300000000032,94.55541194941198,9:29.603934415534127,569.6039344155341,43,72.12634837883849,9:29.10623056085774,569.1062305608577,129,2016-05-07,0:56:15.02599999999984,0,0,0,0,0,0,0,0,null,0:20:49.182000000000016,0,0,0,0,0,0,0,0,null
Betinhocuiaba,14,22:55,2016,46:01,2013,1:47:43,2015,3:59:44,2015,222 mi,32,35 hrs,"11,946 ft",4:15:0.11328125,0,0,0,0,0,0,0,0,null,1:53:45.576171875,0,0,0,0,0,0,0,0,null,0:55:24.76611328125,0,0,0,0,0,0,0,0,null,0:32:30.291015625,0,0,0,0,0,0,0,0,null
LucianoKlima,14,20:52,2017,43:12,2017,1:33:48,2017,3:26:44,2017,"1,301 mi",149,163 hrs,"50,633 ft",3:26:43.6103515625,85.99668968731294,7:49.655790934288405,469.6557909342884,31,46.41818949660896,7:56.8642906923061,476.8642906923061,69,2017-09-24,1:36:50.68299999999999,0,0,0,0,0,0,0,0,null,0:42:48,39.79814086086274,7:42.266408072085596,462.2664080720856,17,29.71578416891461,7:59.61910114904538,479.6191011490454,45,2017-07-09,0:22:43.593017578125,0,0,0,0,0,0,0,0,null
MasCot127,14,24:09,2015,51:10,2015,1:49:23,2015,4:05:51,2015,449 mi,83,55 hrs,"1,690 ft",4:5:50.84699999999975,4.6800386079593705,9:29.1005045991825,569.1005045991825,4,1.1700096519898426,9:29.1005045991825,569.1005045991825,4,2015-11-29,1:53:10.869140625,0,0,0,0,0,0,0,0,null,0:54:3.097900390625,0,0,0,0,0,0,0,0,null,0:22:48.03800000000001,0,0,0,0,0,0,0,0,null
NEWODONTO,14,22:40,2014,49:10,2015,2:02:22,2015,4:54:23,2015,0 mi,0,0 hrs,0 ft,0:13:29.091000000000008,0,0,0,0,0,0,0,0,null,0:13:29.091000000000008,0,0,0,0,0,0,0,0,null,0:13:29.091000000000008,0,0,0,0,0,0,0,0,null,0:13:29.091000000000008,0,0,0,0,0,0,0,0,null
lerl13,14,19:02,2016,39:55,2016,1:34:09,2017,3:31:56,2013,"5,331 mi",313,431 hrs,"190,699 ft",3:32:49.27599999999984,43.54906152004341,7:47.28786544881007,467.28786544881007,17,33.411545001884846,7:42.8506054557169,462.8506054557169,54,2015-11-08,1:27:5.8289999999997235,0,0,0,0,0,0,0,0,null,0:41:55.396999999999935,0,0,0,0,0,0,0,0,null,0:19:50.221000000000004,0,0,0,0,0,0,0,0,null
dakil_garmin,14,20:48,2016,45:48,2016,1:36:42,2015,3:53:43,2016,785 mi,84,76 hrs,"913,917 ft",4:3:3.7109999999993306,0,0,0,0,0,0,0,0,null,1:36:42,45.520339600913,8:29.504546831957725,509.5045468319577,19,31.952830042129076,8:19.291520103184723,499.2915201031847,60,2015-04-12,0:46:13.159000000000106,13.154558183271819,8:6.335097249319574,486.3350972493196,14,25.876873438800995,8:19.241154354282116,499.2411543542821,53,2016-04-30,0:20:47.611000000000104,23.247507259704804,8:55.03246008483836,535.0324600848384,17,23.69134552052394,8:28.211004291398524,508.2110042913985,53,2016-12-17
calicao,13,22:58,2016,49:22,2016,1:48:17,2016,4:18:56,2015,"2,807 mi",328,275 hrs,"73,976 ft",4:7:56.1787109375,0,0,0,0,0,0,0,0,null,1:51:42.95899999999983,0,0,0,0,0,0,0,0,null,0:48:54.12890625,62.01324606679148,9:31.56414978527141,571.5641497852714,37,90.70555003200639,9:24.285879551990092,564.2858795519901,154,2017-08-05,0:23:46.2850341796875,0,0,0,0,0,0,0,0,null
Eduardo.m,14,21:01,2017,42:57,2016,1:31:17,2016,4:16:51,2017,"3,860 mi",585,669 hrs,"186,627 ft",3:28:57.71600000000035,0,0,0,0,0,0,0,0,null,1:31:33.91015625,155.57182784039836,10:53.476601277313875,653.4766012773139,84,139.36439608006998,9:55.82872787826477,595.8287278782648,263,2017-03-23,0:42:25.315000000000055,0,0,0,0,0,0,0,0,null,0:21:0.5899658203125,131.21121688309853,10:19.25325670506811,619.2532567050681,67,116.94202692490592,9:41.799258132662544,581.7992581326625,213,2017-02-04
fabiocostams,14,16:47,2016,41:01,2016,1:39:18,2016,3:39:09,2015,392 mi,79,53 hrs,"6,276 ft",3:39:9.299000000000888,92.19757788907255,8:15.858727673638157,495.85872767363816,35,47.335706977187336,8:36.66605180566637,516.6660518056664,84,2015-10-18,1:40:1.1159999999999854,78.05239622039677,7:56.242683974804834,476.24268397480483,29,70.57989403523597,8:10.933607561120425,490.9336075611204,114,2016-08-13,0:47:11.735000000000127,0,0,0,0,0,0,0,0,null,0:17:25,0,0,0,0,0,0,0,0,null
Giant.V8,14,25:08,2017,52:08,2017,1:57:58,2017,4:31:57,2015,"1,374 mi",286,210 hrs,"20,610 ft",4:31:57.030000000000655,0,NaN:NaN,NaN,0,0,NaN:NaN,NaN,0,2015-07-26,1:59:22.3100000000004,0,0,0,0,0,0,0,0,null,0:52:8.072999999999865,82.55769031611302,9:35.78971526438522,575.7897152643852,41,56.643846235102615,9:52.39537002353802,592.395370023538,127,2017-01-25,0:28:13.589999999999918,0,0,0,0,0,0,0,0,null
Mauricio__Silva,14,,,39:59,2014,1:28:18,2015,3:12:21,2014,914 mi,145,158 hrs,"31,303 ft",3:12:21,79.96262857237544,8:7.216641434827409,487.2166414348274,38,77.24654775663734,8:8.358447881902748,488.35844788190275,191,2014-04-06,1:28:17.539999999999964,111.891158280206,7:44.79371083485154,464.79371083485154,46,127.19969159199833,8:23.868831738832455,503.86883173883245,223,2015-08-02,0:0:0,0,0,0,0,0,0,0,0,null,0:0:0,0,0,0,0,0,0,0,0,null
dimitrius.motarelli,13,17:59,2017,40:33,2017,1:28:11,2014,3:27:58,2013,"3,076 mi",405,246 hrs,"58,211 ft",3:52:13.060999999999694,0,0,0,0,0,0,0,0,null,1:28:10.748999999999796,31.195264311249748,9:28.60998162050987,568.6099816205099,17,7.798816077812437,9:28.60998162050987,568.6099816205099,17,2014-04-13,0:40:12.82400000000007,33.714145757474085,9:33.14364339335543,573.1436433933554,21,33.18330754636478,11:25.171318487932695,685.1713184879327,91,2014-11-30,0:0:0,0,0,0,0,0,0,0,0,null
